"Source","Url","Bias","Quality"
"News and Guts","https://www.newsandguts.com/link/time-100-the-most-influential-people-of-2019/","-10.33","40.33"
"News and Guts","https://www.newsandguts.com/florida-congressman-tweets-thinly-veiled-threat-to-michael-cohen/","-22.00","20.25"
"News and Guts","https://www.newsandguts.com/link/the-hill-gops-mark-harris-wont-run-again-in-north-carolina-house-race/","-7.75","41.75"
"News and Guts","https://www.newsandguts.com/link/nbc-house-prepares-to-rebuke-trump-by-repealing-emergency-declaration/","-16.25","34.50"
"News and Guts","https://www.newsandguts.com/devin-nunes-twitter-lawsuit-sparks-hilarious-responses/","-8.25","31.00"
"News and Guts","https://www.newsandguts.com/link/nbc-news-michael-cohen-search-warrants-show-federal-probe-began-nearly-a-year-earlier-than-known/","0.00","47.50"
"News and Guts","https://www.newsandguts.com/video/elizabeth-warren-get-rid-of-the-electoral-college/","-14.00","31.25"
"News and Guts","https://www.newsandguts.com/mueller-report-release-date-set/","-6.00","48.75"
"News and Guts","https://www.newsandguts.com/link/cbs-american-airlines-jet-nearly-crashed-during-takeoff-at-jfk-last-week/","-2.50","53.00"
"News and Guts","https://www.newsandguts.com/what-if-fox-covered-trump-like-they-did-obama/","-24.50","24.00"
"NewsMax","https://www.newsmax.com/world/globaltalk/jared-kushner-mideast-peace-plan/2019/02/26/id/904366/","10.67","52.33"
"NewsMax","https://www.newsmax.com/headline/border-wall-emergency-vote/2019/02/26/id/904374/","9.00","45.50"
"NewsMax","https://www.newsmax.com/world/globaltalk/trump-kim-dinner-before/2019/02/26/id/904359/","5.50","50.50"
"NewsMax","https://www.newsmax.com/john-gizzi/trump-kim-vietnam-human-rights/2019/02/26/id/904373/","-5.75","25.00"
"NewsMax","https://www.newsmax.com/george-j-marlin/new-york-amazon-cuomo-alexandria-ocasio-cortez/2019/02/26/id/904469/","30.75","18.75"
"NewsMax","https://www.newsmax.com/headline/trump-social-media-collusion-against/2019/03/19/id/907716/","4.75","43.25"
"NewsMax","https://www.newsmax.com/newsfront/donaldtrumpjr-brexit-theresamay-donaldtrump/2019/03/19/id/907749/","21.75","36.00"
"NewsMax","https://www.newsmax.com/streettalk/murdoch-fox-nasdaq-paul-ryan/2019/03/19/id/907637/","4.50","51.00"
"NewsMax","https://www.newsmax.com/us/ralph-peters-john-mccain-draft-dodger-twitter/2019/03/19/id/907771/","4.75","23.75"
"NewsMax","https://www.newsmax.com/finance/peter-morici/trump-budget-plan-democrat/2019/03/19/id/907699/","13.75","26.75"
"NewsMax","https://www.newsmax.com/newsfront/us-trump-immigration/2019/04/16/id/911994/","2.75","36.50"
"NewsMax","https://www.newsmax.com/newsfront/white-house-sources-robert-mueller/2019/04/16/id/911898/","12.00","26.75"
"NewsMax","https://www.newsmax.com/newsfront/email-server-fbi-investigation/2019/04/16/id/912008/","7.75","40.75"
"NewsMax","https://www.newsmax.com/platinum/berniesanders-socialism-townhall-dnc/2019/04/16/id/912007/","17.00","27.50"
"NewsPunch","https://newspunch.com/nancy-pelosi-stutters-spasms-border-speech/","34.33","16.00"
"NewsPunch","https://newspunch.com/trump-warns-facebook-censorship-looking-into-this/","31.33","18.00"
"NewsPunch","https://newspunch.com/rand-paul-colluded-russia-hillary-clinton/","29.67","11.00"
"NewsPunch","https://newspunch.com/us-mosque-investigated-child-marriages-rape-kids/","21.67","24.67"
"NewsPunch","https://newspunch.com/judicial-watch-founder-900000-illegals-voted-midterms/","27.67","20.67"
"NewsPunch","https://newspunch.com/doj-blocked-fbi-criminal-charges-clinton/","27.50","19.25"
"NewsPunch","https://newspunch.com/extremist-democrats-ilhan-omar-tashida-tlaib-impeach-trump/","32.50","18.50"
"NewsPunch","https://newspunch.com/obama-donors-trafficked-aborted-ice/","33.00","12.75"
"NewsPunch","https://newspunch.com/chase-bank-service-conservative/","33.25","10.25"
"NewsPunch","https://newspunch.com/exclusive-deep-state-planning-system-similar-to-amber-alert-to-influence-mid-terms/","28.75","5.00"
"NewsPunch","https://newspunch.com/british-doctors-proof-consciousness-after-death/","3.75","22.00"
"NewsPunch","https://newspunch.com/migrant-okay-rape-irish-girl-jailed-12-years/","22.25","12.75"
"NewsPunch","https://newspunch.com/african-man-maga-hat-assaulted-robbed-afrian-americans/","15.75","41.25"
"NewsPunch","https://newspunch.com/macron-notre-dame-rebuild-reflect-diversity-minaret/","-5.25","26.00"
"NewsPunch","https://newspunch.com/low-iq-maxine-waters-facepage-tweeter/","27.94","14.00"
"Newsy","https://www.newsy.com/stories/walgreens-rite-aid-up-minimum-tobacco-purchase-age-to-21/","-1.67","54.33"
"Newsy","https://www.newsy.com/stories/reports-administration-officials-told-to-skip-whca-dinner/","-3.33","55.67"
"Newsy","https://www.newsy.com/stories/kushner-us-to-unveil-middle-east-peace-plan-in-june/","0.00","51.00"
"Newsy","https://www.newsy.com/stories/irs-misses-second-deadline-to-hand-over-trump-s-tax-returns/","-7.75","49.25"
"Newsy","https://www.newsy.com/stories/house-committee-may-hold-ex-wh-official-in-contempt/","-10.00","51.25"
"Newsy","https://www.newsy.com/stories/egypt-votes-to-extend-president-s-rule-until-2030/","0.25","44.00"
"Newsy","https://www.newsy.com/stories/president-trump-reverses-position-on-harley-davidson/","-1.00","41.50"
"Newsy","https://www.newsy.com/stories/polls-show-trump-s-approval-rating-dips-after-mueller-report/","-7.00","50.75"
"Newsy","https://www.newsy.com/stories/doj-charges-pharma-company-execs-with-drug-trafficking/","0.00","52.50"
"Newsy","https://www.newsy.com/stories/report-says-social-security-medicare-funds-are-dwindling/","0.25","40.75"
"Occupy Democrats","http://occupydemocrats.com/2018/03/22/reports-just-revealed-first-concrete-link-trump-campaign-russian-military-intelligence/","-21.67","18.00"
"Occupy Democrats","http://occupydemocrats.com/2017/10/02/dealiest-mass-shooting-u-s-history-just-happened-vegas-suspect-identified/","-8.00","45.67"
"Occupy Democrats","http://occupydemocrats.com/2017/09/27/meghan-mccain-responds-reports-trump-made-fun-fathers-physicality/","-21.00","31.67"
"Occupy Democrats","http://occupydemocrats.com/2018/07/05/trump-just-hired-a-man-famous-for-covering-up-sexual-abuse-to-a-top-white-house-job/","-29.00","16.75"
"Occupy Democrats","http://occupydemocrats.com/2017/10/02/nra-sponsored-band-played-las-vegas-music-festival-right-shooting/","-22.75","18.00"
"Occupy Democrats","http://occupydemocrats.com/2017/04/27/new-york-times-just-gave-trumps-new-tax-plan-perfect-label/","-32.00","18.50"
"Occupy Democrats","http://occupydemocrats.com/2017/03/29/rep-just-told-cnn-sanctuary-cities-really-fourth-amendment-cities/","-25.50","22.00"
"One America News Network","https://www.oann.com/white-house-issues-prospective-veto-of-national-emergency-block/","29.67","16.00"
"One America News Network","https://www.oann.com/u-s-agriculture-secretary-u-s-team-looking-for-china-to-slash-ethanol-tariffs/","1.67","45.00"
"One America News Network","https://www.oann.com/white-house-slams-michael-cohen-as-disgraced-felon-and-convicted-liar/","13.33","43.67"
"One America News Network","https://www.oann.com/senate-democrats-block-infanticide-bill/","31.33","25.33"
"One America News Network","https://www.oann.com/scotus-gives-pres-trump-victory-on-immigration-upholds-push-to-detain-illegals/","11.67","45.67"
"One America News Network","https://www.oann.com/migrant-caravan-advancing-toward-u-s-from-southern-mexico/","9.67","31.00"
"One America News Network","https://www.oann.com/president-trump-lays-into-fox-news-after-bernie-sanders-town-hall-segment/","0.00","33.67"
"One America News Network","https://www.oann.com/secretary-of-state-pompeo-meets-with-vietnamese-foreign-minister-deputy-prime-minister/","6.50","43.75"
"One America News Network","https://www.oann.com/attorney-general-barr-rules-illegal-immigrants-must-be-detained-during-deportation/","3.25","37.50"
"One America News Network","https://www.oann.com/judicial-watch-seeking-fbi-dossier-info/","5.50","37.25"
"OZY","https://www.ozy.com/politics-and-power/chapter-two-of-trumps-presidency-the-next-100-days/77048","-14.33","33.00"
"OZY","https://www.ozy.com/ain-navigation/pdb-93291/revealed-93313","-0.33","48.67"
"OZY","https://www.ozy.com/ain-navigation/pdb-93291/stepping-back-93306","-5.33","45.67"
"OZY","https://www.ozy.com/ain-navigation/pdb-93291/twist-and-shout-93308","0.00","44.00"
"OZY","https://www.ozy.com/ain-navigation/pdb-93291/on-alert-93309","-3.67","50.33"
"OZY","https://www.ozy.com/ain-navigation/pdb-93880/struck-down-93895","-3.00","48.67"
"OZY","https://www.ozy.com/ain-navigation/pdb-92875#article92895","-5.25","44.00"
"OZY","https://www.ozy.com/acumen/brexit-is-just-one-factor-putting-uk-children-on-the-road-to-poverty/92843","-18.75","27.25"
"OZY","https://www.ozy.com/politics-and-power/this-conservative-convert-dishes-out-red-pills-online/85410","6.25","28.00"
"OZY","https://www.ozy.com/politics-and-power/why-the-gop-gold-mine-in-bushs-backyard-is-a-bust/92256","-16.50","30.75"
"OZY","https://www.ozy.com/ain-navigation/pdb-93856#article93875","-0.75","45.50"
"OZY","https://www.ozy.com/ain-navigation/pdb-93880/red-flag-93886","-1.75","41.00"
"OZY","https://www.ozy.com/ain-navigation/pdb-93880/sudden-death-93905","-1.25","44.75"
"OZY","https://www.ozy.com/ain-navigation/pdb-93880/from-the-ashes-93896","0.00","42.00"
"OZY","https://www.ozy.com/politics-and-power/the-next-robert-mueller-or-a-liberal-brett-kavanaugh/93473","-18.25","33.25"
"OZY","https://www.ozy.com/fast-forward/why-china-will-decide-the-new-black/93550","-4.00","46.00"
"Palmer Report","https://www.palmerreport.com/analysis/duck-and-cover-michael-cohen-is-already-dropping-bombshells/16289/","-25.33","14.33"
"Palmer Report","https://www.palmerreport.com/analysis/begs-matt-gaetz-nancy-pelosi-mercy/16286/","-27.67","22.33"
"Palmer Report","https://www.palmerreport.com/analysis/revealed-cohen-incriminate-trump-russia-election/16285/","-30.67","12.33"
"Palmer Report","https://www.palmerreport.com/analysis/jr-prison-michael-cohen-just-sent/16294/","-28.00","11.33"
"Palmer Report","https://www.palmerreport.com/analysis/new-ways-lose-trump-d/16824/","-24.00","23.67"
"Palmer Report","https://www.palmerreport.com/analysis/hands-off-several-key-mueller-cases/17399/","-17.00","22.00"
"Palmer Report","https://www.palmerreport.com/analysis/threw-away-matt-gaetz-reason/16283/","-30.75","13.00"
"Palmer Report","https://www.palmerreport.com/analysis/roger-stone-begging-jail-judge/16261/","-28.75","18.50"
"Palmer Report","https://www.palmerreport.com/analysis/lying-document-numbers-house-republicans/16844/","-27.75","17.50"
"Palmer Report","https://www.palmerreport.com/analysis/sold-off-asset-key-timing-trump/16829/","-32.25","12.00"
"Palmer Report","https://www.palmerreport.com/analysis/part-scare-warrant-cohen-trump/16838/","-23.00","15.75"
"Palmer Report","https://www.palmerreport.com/analysis/rebuttal-mueller-report-trump-ridiculous/17402/","-34.00","15.50"
"Palmer Report","https://www.palmerreport.com/analysis/total-mess-redacted-mueller-report-trump-regime/17404/","-24.75","19.50"
"Palmer Report","https://www.palmerreport.com/analysis/panic-mueller-report-redacted-people-trump/17403/","-25.50","21.25"
"Palmer Report","https://www.palmerreport.com/analysis/take-held-accountable-trump-donald/17388/","-30.50","21.75"
"Palmer Report","https://www.palmerreport.com/analysis/this-is-how-donald-trump-presidency-ends/16845/","-25.95","21.68"
"Patribotics","https://patribotics.blog/2019/02/12/felix-saters-email-dump-why-now/","-15.00","21.67"
"Patribotics","https://patribotics.blog/2019/02/01/howard-lorber-don-jr-and-the-steele-dossier/","-31.33","15.33"
"Patribotics","https://patribotics.blog/2019/04/04/barr-barr-black-hat/","-25.00","24.33"
"Patribotics","https://patribotics.blog/2019/02/02/muellers-mystery-case-trumps-worst-news-yet/","-23.75","18.00"
"Patribotics","https://patribotics.blog/2018/12/07/michael-cohen-sentencing-still-lying-to-mueller-over-prague/","-13.25","28.00"
"Patribotics","https://patribotics.blog/2018/11/10/the-trump-russia-indictments-what-to-expect/","-21.50","11.75"
"Patribotics","https://patribotics.blog/2019/03/07/exclusive-kushner-extorted-qatar-us-foreign-policy/","-29.00","12.00"
"Patribotics","https://patribotics.blog/2019/03/07/donald-trump-jr-eric-trump-ivanka-trump-jared-kushner-all-indicted/","-36.50","3.25"
"Patribotics","https://patribotics.blog/2019/04/09/is-attorney-general-william-barr-a-white-hat%EF%BB%BF/","9.75","28.25"
"Patribotics","https://patribotics.blog/2019/03/26/the-media-is-missing-muellers-method/","-10.50","30.50"
"Patribotics","https://patribotics.blog/2019/03/21/sanders-hire-david-sirota-deletes-his-russia-tweets/","-10.50","22.25"
"PBS","https://www.pbs.org/newshour/show/why-planned-parenthood-believes-title-x-rule-change-will-compromise-patient-health","-18.67","42.33"
"PBS","https://www.pbs.org/newshour/politics/elizabeth-warrens-pledge-to-protect-public-lands-aims-to-appeal-to-western-voters","2.00","45.33"
"PBS","https://www.pbs.org/newshour/world/4-things-to-watch-during-the-trump-kim-summit","0.50","41.75"
"PBS","https://www.pbs.org/newshour/show/venezuelas-political-battle-over-foreign-aid-turns-to-violent-confrontation","-0.75","55.75"
"PBS","https://www.pbs.org/newshour/show/why-abortion-opponents-support-trumps-title-x-rule-change","-2.75","43.75"
"PBS","https://www.pbs.org/newshour/politics/north-carolina-republican-in-disputed-congressional-race-wont-run-again","-5.00","56.25"
"PBS","https://www.pbs.org/newshour/nation/jury-decides-roundup-weed-killer-was-major-factor-in-mans-cancer","3.25","46.50"
"PBS","https://www.pbs.org/newshour/nation/for-midwest-farmers-floodwaters-threaten-millions-in-crop-and-livestock-losses","-0.25","54.50"
"PBS","https://www.pbs.org/newshour/nation/trumps-nominee-to-lead-faa-would-face-boeing-oversight-questions","-0.75","56.25"
"PBS","https://www.pbs.org/newshour/politics/watch-elizabeth-warren-supports-elimination-of-electoral-college","-3.50","46.00"
"PBS","https://www.pbs.org/newshour/politics/read-michael-cohen-court-documents-that-offer-clues-on-mueller-probe","-5.00","44.00"
"PBS","https://www.pbs.org/newshour/politics/what-to-look-for-in-the-mueller-report","-3.75","41.50"
"PBS","https://www.pbs.org/newshour/politics/former-interior-secretary-zinke-hired-by-gold-mining-firm","0.00","49.00"
"PBS","https://www.pbs.org/newshour/politics/tribes-denounce-north-dakota-id-law-in-congressional-hearing","-0.75","47.00"
"PBS","https://www.pbs.org/newshour/show/its-all-a-lie-russian-billionaire-deripaska-says-of-u-s-accusations-in-mueller-probe","-1.75","51.25"
"PBS","https://www.pbs.org/newshour/health/officials-announce-new-measures-to-fight-new-york-measles-outbreak","-3.75","51.25"
"PBS","https://www.pbs.org/newshour/health/dozens-of-medical-professionals-charged-in-illegal-prescription-opioid-crackdown","-0.75","54.75"
"PBS","https://www.pbs.org/newshour/show/david-brooks-on-emerging-from-loneliness-to-find-moral-renewal","-1.00","33.00"
"PJ Media","https://pjmedia.com/trending/trumps-check-to-cohen-is-a-giant-nothingburger-again/","37.00","6.67"
"PJ Media","https://pjmedia.com/trending/iraqi-navy-seal-interpreter-code-name-johnny-walker-to-gain-citizenship-reveal-his-real-name/","19.67","30.67"
"PJ Media","https://pjmedia.com/trending/heres-what-your-share-of-the-national-debt-is/","2.67","51.00"
"PJ Media","https://pjmedia.com/news-and-politics/cohen-to-house-republicans-im-responsible-for-your-silliness/","4.00","38.50"
"PJ Media","https://pjmedia.com/rogerkimball/democrats-are-interminably-waiting-for-mueller-just-as-in-samuel-becketts-absurdity/","34.50","12.75"
"PJ Media","https://pjmedia.com/video/michael-cohen-rebuts-tump-dossier-i-have-never-been-to-prague-or-czech-republic/","3.00","31.50"
"PJ Media","https://pjmedia.com/news-and-politics/cohen-to-tell-congress-trump-knew-about-wikileaks-dump-in-advance/","-4.25","42.50"
"PJ Media","https://pjmedia.com/news-and-politics/13-republicans-join-house-dems-to-block-trumps-national-emergency/","-1.25","45.00"
"PJ Media","https://pjmedia.com/trending/supreme-court-rules-trump-admin-can-detain-illegal-alien-criminals-at-any-time/","18.50","33.75"
"PJ Media","https://pjmedia.com/trending/kirsten-gillibrand-is-a-pain/","10.25","23.75"
"PJ Media","https://pjmedia.com/trending/poll-tv-viewers-are-tired-of-saturday-night-lives-political-obsession/","21.00","28.50"
"PJ Media","https://pjmedia.com/trending/giant-rock-sculpture-of-betos-face-appears-in-austin/","12.00","28.25"
"PJ Media","https://pjmedia.com/news-and-politics/why-is-the-violent-gang-culture-that-killed-nipsey-hussle-being-celebrated/","14.25","30.25"
"PJ Media","https://pjmedia.com/trending/trump-campaign-astonishes-with-30-million-fundraising-haul/","16.00","33.00"
"PJ Media","https://pjmedia.com/faith/diabolical-islams-past-and-present-attacks-on-european-churches/","25.00","24.25"
"Politico","https://www.politico.com/story/2019/02/26/cohen-trump-racist-conman-cheat-1189951","0.00","57.00"
"Politico","https://www.politico.com/story/2019/04/16/judge-barr-mistrust-mueller-1278030","-8.00","49.00"
"Politico","https://www.politico.com/story/2019/04/17/muellers-13-angry-democrats-where-are-they-now-1278231","-7.33","49.00"
"Politico","https://www.politico.com/story/2019/02/27/trump-boeing-vietnam-trade-agreement-1189984","1.50","49.25"
"Politico","https://www.politico.com/story/2019/02/27/trump-vietnam-north-korea-nuclear-summit-1190018","2.50","48.25"
"Politico","https://www.politico.com/story/2019/02/27/trump-kim-hanoi-summit-2019-1190046","-6.50","45.00"
"Politico","https://www.politico.com/story/2019/02/27/kamala-harris-fundraising-2020-california-1189701","-3.75","42.50"
"Politico","https://www.politico.com/story/2019/03/19/trump-democrat-oversight-investigation-congress-1225761","-9.25","40.00"
"Politico","https://www.politico.com/story/2019/03/19/trump-john-mccain-fan-1227632","-18.00","37.25"
"Politico","https://www.politico.com/story/2019/03/18/devin-nunes-twitter-lawsuit-1226467","2.50","42.25"
"Politico","https://www.politico.com/magazine/story/2019/03/19/preet-bharara-mueller-trump-225818","-8.00","43.75"
"Politico","https://www.politico.com/story/2019/03/19/trump-emoluments-lawsuit-1226687","-8.75","45.75"
"Politico","https://www.politico.com/story/2019/04/16/trump-fox-sanders-town-hall-1277611","-5.25","50.25"
"Politico","https://www.politico.com/story/2019/04/16/republican-reject-democrat-vaccines-1361277","-2.25","51.25"
"Politico","https://www.politico.com/story/2019/04/17/trump-fox-news-bernie-sanders-1278845","-8.00","46.25"
"Progressive, The","https://progressive.org/dispatches/trumps-throttling-of-title-x-hurts-those-in-need-pettway-190228/","-19.33","42.00"
"Progressive, The","https://progressive.org/dispatches/welcome-to-milwaukee-2020-dnc-conniff-190311/","-23.33","37.67"
"Progressive, The","https://progressive.org/dispatches/dangers-talking-while-muslim-lounsbury-190416/","-15.67","39.00"
"Progressive, The","https://progressive.org/dispatches/the-wrong-stuff-ben-shapiros-anderson-190416/","-16.67","36.00"
"Progressive, The","https://progressive.org/public-school-shakedown/new-report-spurs-congress-to-question-charter-grants-bryant-190402/","-16.00","41.33"
"Progressive, The","https://progressive.org/dispatches/toledo-residents-vote-to-recognize-personhood-for-lake-erie-davis-cohen-190227/","-19.50","44.75"
"Progressive, The","https://progressive.org/magazine/paul-manafort-in-ukraine-oswald-rachinsky/","-13.50","38.00"
"Progressive, The","https://progressive.org/dispatches/the-future-of-line-3-tar-sands-oil-Russell-190319/","-17.25","36.00"
"Progressive, The","https://progressive.org/magazine/appalachia-cant-breathe-catte/","-13.00","48.00"
"Progressive, The","https://progressive.org/dispatches/nonvioilent-action-in-defense-of-mother-earth-Naar-Obed-190415/","-20.50","24.00"
"ProPublica","https://www.propublica.org/article/facebook-ads-discrimination-settlement-housing-employment-credit","-8.33","46.00"
"ProPublica","https://www.propublica.org/article/gao-urges-federal-government-to-reveal-key-information-on-political-appointees","-3.33","43.00"
"ProPublica","https://www.propublica.org/article/va-private-care-program-headed-for-tech-trouble","-7.33","47.67"
"ProPublica","https://www.propublica.org/article/st-lukes-houston-hospital-numerous-mistakes-fatal-blood-transfusion","0.00","61.75"
"ProPublica","https://www.propublica.org/article/propublica-frontline-documentary-right-to-fail-new-york-supported-housing-group-homes-mentally-ill","-4.75","53.50"
"ProPublica","https://www.propublica.org/article/navy-accident-changes-fitzgerald-mccain-davidson","-2.00","51.75"
"ProPublica","https://www.propublica.org/article/trump-inc-podcast-who-was-behind-the-plan-to-give-saudi-arabia-nuclear-power","-13.50","46.75"
"ProPublica","https://www.propublica.org/article/health-insurance-brokers-cost-commissions-bonuses","-0.50","48.25"
"ProPublica","https://www.propublica.org/article/trump-inc-podcast-tips-for-preparing-for-the-mueller-report-which-may-or-may-not-be-coming","-11.25","35.75"
"ProPublica","https://www.propublica.org/article/cook-county-judge-blocks-propublica-illinois-from-publishing-details-of-child-welfare-case","-2.75","50.75"
"ProPublica","https://www.propublica.org/article/in-a-time-of-cheap-fossil-fuels-nuclear-power-companies-are-seeking-and-getting-big-subsidies","-3.25","51.00"
"ProPublica","https://www.propublica.org/article/tsa-not-discriminating-against-black-women-but-their-body-scanners-might-be","-10.50","41.75"
"ProPublica","https://www.propublica.org/article/propublica-illinois-prior-restraint-court-case-order-cook-county-patricia-martin","-2.25","55.50"
"ProPublica","https://www.propublica.org/article/many-people-are-too-broke-for-bankruptcy-a-new-report-suggests-some-fixes","-12.25","40.75"
"ProPublica","https://www.propublica.org/article/he-helped-wrongfully-convict-a-vegas-man-two-decades-later-his-daughter-worked-on-a-law-to-make-amends","-7.00","48.00"
"Quartz","https://qz.com/1559372/the-biss-claudio-borio-on-financial-cycles-and-the-next-recession/","-0.67","46.67"
"Quartz","https://qz.com/1573720/all-of-the-parties-that-influence-corporate-boards/","-16.00","33.00"
"Quartz","https://qz.com/1592529/how-to-travel-with-two-passports/","-2.00","39.33"
"Quartz","https://qz.com/work/1596628/more-uk-women-start-families-in-their-30s-now-than-their-20s/","0.00","49.67"
"Quartz","https://qz.com/1560414/fed-chairman-jerome-powell-speaks-out-about-mounting-federal-debt/","0.50","41.00"
"Quartz","https://qz.com/1560153/vanishing-clouds-could-add-8c-of-global-warming-within-100-years/","-7.50","47.00"
"Quartz","https://qz.com/1559172/the-three-things-you-notice-when-trying-on-microsofts-hololens-2/","1.00","45.50"
"Quartz","https://qz.com/work/1560149/why-emma-thompsons-metoo-letter-about-john-lasseter-matters/","-14.00","39.00"
"Quartz","https://qz.com/1572719/new-zealand-prime-minister-refuses-to-name-christchurch-shooter/","-6.00","38.75"
"Quartz","https://qz.com/1575440/new-research-links-soda-to-heart-disease-and-cancers/","-2.25","48.00"
"Quartz","https://qz.com/1572866/reid-hoffman-and-chris-yeh-defend-their-book-blitzscaling/","4.25","33.25"
"Quartz","https://qz.com/quartzy/1575581/hbos-theranos-documentary-explores-elizabeth-holmes-cult-of-personality/","-10.00","35.25"
"Quartz","https://qz.com/africa/1597545/ivanka-trump-visits-ethiopia-cote-divoire-on-womens-empowerment/","-4.00","46.00"
"Quartz","https://qz.com/india/1397478/why-did-jet-airways-fail/","1.00","40.25"
"Quartz","https://qz.com/1591563/the-danish-have-designed-a-simple-way-to-cope-with-loneliness/","-2.75","36.25"
"Reason","https://reason.com/blog/2019/02/26/michigan-may-stop-police-from-seizing-pr","6.00","49.33"
"Reason","https://reason.com/archives/2019/03/19/the-supreme-courts-online-sales-tax-ruli","8.00","39.33"
"Reason","https://reason.com/blog/2019/03/19/nunes-has-a-cow-over-twitter","-8.33","38.33"
"Reason","https://reason.com/2019/04/16/are-socialists-more-like-libertarians-than-wed-like-to-admit/","10.67","34.67"
"Reason","https://reason.com/blog/2019/02/25/brett-kavanaugh-flunks-his-first-test-as","16.75","34.75"
"Reason","https://reason.com/blog/2019/02/26/rep-justin-amash-the-president-doesnt","-0.75","50.75"
"Reason","https://reason.com/blog/2019/02/25/study-green-new-deal-could-cost-more-tha","13.25","42.00"
"Reason","https://reason.com/blog/2019/02/25/nikki-joly-fire-jackson-hoax-hate-crime","16.75","35.00"
"Reason","https://reason.com/blog/2019/02/26/kamala-harris-sex-work-legal-fosta","-2.25","32.00"
"Reason","https://reason.com/blog/2019/03/19/supreme-court-gives-feds-a-long-leash-to","4.25","37.75"
"Reason","https://reason.com/blog/2019/03/19/cory-booker-knocks-presidential-rivals-f","-3.50","45.50"
"Reason","https://reason.com/2019/04/16/so-much-for-the-anti-war-president/","0.00","32.50"
"Reason","https://reason.com/2019/04/16/in-latest-trade-negotiating-gambit-trump-essentially-asks-china-to-put-tariffs-on-u-s-manufacturing/","-6.25","39.50"
"Reason","https://reason.com/2019/04/15/the-feds-special-opioid-task-force-spent-8-days-harassing-arizonans-found-0-2-grams-of-heroin/","-10.00","32.50"
"Reason","https://reason.com/blog/2019/03/19/bernie-sanders-david-sirota-venezuela","17.21","30.32"
"RedState","https://www.redstate.com/streiff/2019/02/27/michael-cohens-testimony-sets-shaky-foundation-president-trumps-impeachment/","33.00","10.67"
"RedState","https://www.redstate.com/bradslager/2019/03/19/ilhan-omar-claims-every-extremist-murder-right-wing-provides-evidence-proving-wrong/","30.00","17.00"
"RedState","https://www.redstate.com/streiff/2019/02/27/supreme-court-looks-poised-invalidate-major-penal-program/","21.50","23.75"
"RedState","https://www.redstate.com/streiff/2019/02/27/gop-votes-rescind-president-trumps-emergency-declaration-look-less-like-defense-principle-something-much-common/","25.75","21.00"
"RedState","https://www.redstate.com/brandon_morse/2019/02/27/get-em-don-jr.-blows-open-silicone-valleys-deplatforming-problem","28.00","19.50"
"RedState","https://www.redstate.com/sister-toldjah/2019/02/27/magaphobia-watch-oklahoma-teen-bullies-student-maga-flag-hat/","12.00","35.00"
"RedState","https://www.redstate.com/bonchie/2019/03/19/peak-2020-beto-presented-verdant-turd-wife-avocado/","25.00","18.00"
"RedState","https://www.redstate.com/brandon_morse/2019/03/18/ocasio-cortez-doesnt-get-house-lawmakers-represent-part-state/","25.25","22.75"
"RedState","https://www.redstate.com/brandon_morse/2019/03/19/poll-4-10-americans-think-snl-political-dont-even-watch/","19.75","34.75"
"RedState","https://www.redstate.com/bonchie/2019/04/16/cnns-ratings-continue-collapse-epic-fashion/","23.25","19.00"
"RedState","https://www.redstate.com/alexparker/2019/04/16/report-wake-hoax-disaster-jussie-smolletts-broadway-debut-gets-canceled/","20.75","26.75"
"RedState","https://www.redstate.com/elizabeth-vaughn/2019/04/17/sara-carter-exclusive-report-secret-memorandums-understanding-among-house-democrats-bring-trump/","26.75","18.00"
"RedState","https://www.redstate.com/alexparker/2019/04/16/hilarious-1986-snl-sketch-absolutely-nails-lefts-portrayal-donald-trump/","21.00","26.75"
"RedState","https://www.redstate.com/bonchie/2019/04/17/nyu-%E2%80%9Cjournalism%E2%80%9D-professor-slandered-ice-agent-attacks-dan-crenshaw-vile-terms/","27.75","23.50"
"Reuters","https://www.reuters.com/article/us-usa-trump-russia-cohen/cohen-accuses-trump-over-wikileaks-moscow-project-hush-payments-idUSKCN1QG0IZ","-2.33","56.33"
"Reuters","https://www.reuters.com/article/us-usa-trump-massageparlors/democrats-target-massage-parlor-proprietor-linked-to-trump-idUSKCN1QZ2MV","-1.00","54.00"
"Reuters","https://www.reuters.com/article/us-usa-court-immigration/u-s-supreme-court-hands-trump-a-victory-on-immigration-detention-idUSKCN1R01TF","-0.33","57.00"
"Reuters","https://www.reuters.com/article/us-usa-election-warren/warren-tests-2020-message-with-black-voters-in-u-s-south-idUSKCN1R0137","-2.00","52.33"
"Reuters","https://www.reuters.com/article/us-usa-trump-cohen/u-s-authorities-sought-ex-trump-lawyer-cohen-emails-long-before-raids-idUSKCN1R01S0","-0.33","52.33"
"Reuters","https://www.reuters.com/article/us-usa-education-cheating/california-university-says-students-tied-to-admissions-scam-could-face-expulsion-idUSKCN1R01JC","0.00","54.33"
"Reuters","https://www.reuters.com/subjects/myanmar-reporters","-1.67","62.00"
"Reuters","https://www.reuters.com/article/us-usa-census-business-insight/companies-warn-trump-census-citizenship-question-could-be-costly-idUSKCN1RT17M","-4.33","42.67"
"Reuters","https://www.reuters.com/article/us-usa-trade-eu/u-s-handbags-shovels-on-20-billion-eu-tariff-list-over-boeing-idUSKCN1RT12G","0.00","54.00"
